0.0000	20.0000	24.2980	17.3399
0.0000	49.0000	58.4864	14.3806
0.0000	88.0000	63.0171	13.2412
1.0000	20.0000	24.1310	17.3402
1.0000	49.0000	58.4864	14.3806
1.0000	88.0000	63.0171	13.2412
2.0000	20.0000	23.9645	17.3405
2.0000	49.0000	58.4864	14.3806
2.0000	88.0000	63.0171	13.2412
3.0000	20.0000	23.7986	17.3408
3.0000	49.0000	58.4864	14.3806
3.0000	88.0000	63.0171	13.2412
4.0000	20.0000	23.6298	17.3412
4.0000	49.0000	58.4864	14.3806
4.0000	88.0000	63.0171	13.2412
5.0000	20.0000	23.4427	17.3417
5.0000	49.0000	58.4864	14.3806
5.0000	88.0000	63.0171	13.2412
6.0000	20.0000	23.2363	17.3423
6.0000	49.0000	58.4864	14.3806
6.0000	88.0000	63.0285	13.2405
7.0000	20.0000	23.0177	17.3429
7.0000	49.0000	58.4864	14.3806
7.0000	88.0000	63.0645	13.2376
8.0000	20.0000	22.8520	17.3434
8.0000	49.0000	58.4864	14.3806
8.0000	88.0000	63.0770	13.2362
9.0000	20.0000	22.8408	17.3434
9.0000	49.0000	58.4864	14.3806
9.0000	88.0000	63.0770	13.2360
10.0000	20.0000	22.8065	17.3435
10.0000	49.0000	58.4940	14.3774
10.0000	88.0000	63.0772	13.2360
11.0000	20.0000	22.7304	17.3436
11.0000	49.0000	58.5221	14.3651
11.0000	88.0000	63.0772	13.2360
12.0000	20.0000	22.6170	17.3438
12.0000	49.0000	58.5773	14.3393
12.0000	88.0000	63.0773	13.2360
13.0000	20.0000	22.5310	17.3440
13.0000	49.0000	58.6115	14.3218
13.0000	88.0000	63.0773	13.2360
14.0000	20.0000	22.5286	17.3440
14.0000	49.0000	58.6107	14.3206
14.0000	88.0000	63.0773	13.2361
15.0000	20.0000	22.4865	17.3441
15.0000	49.0000	58.6109	14.3204
15.0000	88.0000	63.0773	13.2361
16.0000	20.0000	22.3952	17.3442
16.0000	49.0000	58.6112	14.3207
16.0000	88.0000	63.0774	13.2361
17.0000	20.0000	22.2806	17.3445
17.0000	49.0000	58.6115	14.3210
17.0000	88.0000	63.0773	13.2361
18.0000	20.0000	22.1514	17.3447
18.0000	49.0000	58.6116	14.3211
18.0000	88.0000	63.0773	13.2361
19.0000	20.0000	22.0040	17.3450
19.0000	49.0000	58.6116	14.3211
19.0000	88.0000	63.0773	13.2361
20.0000	20.0000	21.9211	17.3452
20.0000	49.0000	58.6117	14.3212
20.0000	88.0000	63.0773	13.2361
21.0000	20.0000	21.9212	17.3452
21.0000	49.0000	58.6117	14.3211
21.0000	88.0000	63.0773	13.2361
22.0000	20.0000	21.9205	17.3452
22.0000	49.0000	58.6117	14.3211
22.0000	88.0000	63.0773	13.2361
23.0000	20.0000	21.9201	17.3452
23.0000	49.0000	58.6117	14.3211
23.0000	88.0000	63.0773	13.2361
24.0000	20.0000	21.9199	17.3452
24.0000	49.0000	58.6117	14.3211
24.0000	88.0000	63.0773	13.2361
25.0000	20.0000	21.9197	17.3452
25.0000	49.0000	58.6117	14.3211
25.0000	88.0000	63.0773	13.2361
26.0000	20.0000	21.9196	17.3452
26.0000	49.0000	58.6117	14.3211
26.0000	88.0000	63.0773	13.2361
27.0000	20.0000	21.9196	17.3452
27.0000	49.0000	58.6117	14.3211
27.0000	88.0000	63.0773	13.2361
28.0000	20.0000	21.9196	17.3452
28.0000	49.0000	58.6117	14.3211
28.0000	88.0000	63.0773	13.2361
29.0000	20.0000	21.9195	17.3452
29.0000	49.0000	58.6117	14.3211
29.0000	88.0000	63.0773	13.2361
30.0000	20.0000	21.9195	17.3452
30.0000	49.0000	58.6117	14.3211
30.0000	88.0000	63.0773	13.2361
31.0000	20.0000	21.9070	17.3452
31.0000	49.0000	58.6117	14.3211
31.0000	88.0000	63.0850	13.2355
32.0000	20.0000	21.9055	17.3452
32.0000	49.0000	58.6117	14.3211
32.0000	88.0000	63.1154	13.2331
33.0000	20.0000	21.9055	17.3452
33.0000	49.0000	58.6117	14.3211
33.0000	88.0000	63.1767	13.2283
34.0000	20.0000	21.9055	17.3452
34.0000	49.0000	58.6116	14.3212
34.0000	88.0000	63.2724	13.2202
35.0000	20.0000	21.9055	17.3452
35.0000	49.0000	58.6190	14.3182
35.0000	88.0000	63.3905	13.2102
36.0000	20.0000	21.9054	17.3452
36.0000	49.0000	58.6480	14.3063
36.0000	88.0000	63.5244	13.1995
37.0000	20.0000	21.9054	17.3452
37.0000	49.0000	58.7039	14.2812
37.0000	88.0000	63.6772	13.1880
38.0000	20.0000	21.9054	17.3452
38.0000	49.0000	58.7407	14.2632
38.0000	88.0000	63.7888	13.1794
39.0000	20.0000	21.9054	17.3452
39.0000	49.0000	58.7400	14.2621
39.0000	88.0000	63.7892	13.1781
