0.0000	3.0000	-4.2275	64.2216
1.0000	3.0000	-4.2266	64.1855
2.0000	3.0000	-4.2236	64.1296
3.0000	3.0000	-4.2218	64.0763
4.0000	3.0000	-4.2185	64.0077
5.0000	3.0000	-4.2141	63.9306
6.0000	3.0000	-4.2100	63.8540
7.0000	3.0000	-4.2025	63.7332
8.0000	3.0000	-4.2024	63.7225
9.0000	3.0000	-4.2019	63.7032
10.0000	3.0000	-4.1971	63.6245
11.0000	3.0000	-4.1945	63.5821
12.0000	3.0000	-4.1925	63.5533
13.0000	3.0000	-4.1890	63.5072
14.0000	3.0000	-4.1848	63.4446
15.0000	3.0000	-4.1819	63.3913
16.0000	3.0000	-4.1780	63.3265
17.0000	3.0000	-4.1738	63.2611
18.0000	3.0000	-4.1690	63.1923
19.0000	3.0000	-4.1637	63.1167
20.0000	3.0000	-4.1567	63.0197
21.0000	3.0000	-4.1552	63.0049
22.0000	3.0000	-4.1527	62.9721
23.0000	3.0000	-4.1522	62.9644
24.0000	3.0000	-4.1498	62.9308
25.0000	3.0000	-4.1501	62.9210
26.0000	3.0000	-4.1510	62.9292
27.0000	3.0000	-4.1507	62.9435
28.0000	3.0000	-4.1505	62.9468
29.0000	3.0000	-4.1487	62.9377
30.0000	3.0000	-4.1470	62.9207
31.0000	3.0000	-4.1426	62.8586
32.0000	3.0000	-4.1425	62.8566
33.0000	3.0000	-4.1420	62.8548
34.0000	3.0000	-4.1413	62.8509
35.0000	3.0000	-4.1407	62.8492
36.0000	3.0000	-4.1405	62.8487
37.0000	3.0000	-4.1404	62.8487
38.0000	3.0000	-4.1403	62.8487
39.0000	3.0000	-4.1403	62.8487
40.0000	3.0000	-4.1402	62.8487
41.0000	3.0000	-4.1401	62.8487
42.0000	3.0000	-4.1402	62.8487
43.0000	3.0000	-4.1402	62.8487
44.0000	3.0000	-4.1402	62.8487
45.0000	3.0000	-4.1402	62.8487
46.0000	3.0000	-4.1402	62.8487
47.0000	3.0000	-4.1402	62.8487
48.0000	3.0000	-4.1402	62.8487
49.0000	3.0000	-4.1402	62.8487
50.0000	3.0000	-4.1402	62.8488
51.0000	3.0000	-4.1397	62.8391
52.0000	3.0000	-4.1318	62.8077
53.0000	3.0000	-4.1355	62.7345
54.0000	3.0000	-4.1339	62.6491
55.0000	3.0000	-4.1336	62.5426
56.0000	3.0000	-4.1362	62.4292
57.0000	3.0000	-4.1391	62.3138
58.0000	3.0000	-4.1414	62.1983
59.0000	3.0000	-4.1459	62.0608
60.0000	3.0000	-4.1494	61.9021
61.0000	3.0000	-4.1518	61.7467
62.0000	3.0000	-4.1536	61.5825
63.0000	3.0000	-4.1553	61.4123
64.0000	3.0000	-4.1567	61.2934
65.0000	3.0000	-4.1449	61.2539
66.0000	3.0000	-4.1433	61.2458
67.0000	3.0000	-4.1410	61.2249
68.0000	3.0000	-4.1365	61.1593
69.0000	3.0000	-4.1364	61.1567
70.0000	3.0000	-4.1350	61.1412
71.0000	3.0000	-4.1319	61.0968
72.0000	3.0000	-4.1310	61.0818
73.0000	3.0000	-4.1306	61.0786
74.0000	3.0000	-4.1298	61.0602
75.0000	3.0000	-4.1280	61.0361
76.0000	3.0000	-4.1332	60.9420
77.0000	3.0000	-4.1304	60.9137
78.0000	3.0000	-4.1285	60.8230
79.0000	3.0000	-4.1260	60.7331
80.0000	3.0000	-4.1280	60.6260
81.0000	3.0000	-4.1287	60.4978
82.0000	3.0000	-4.1290	60.3492
83.0000	3.0000	-4.1307	60.2054
84.0000	3.0000	-4.1299	60.0561
85.0000	3.0000	-4.1321	59.9009
86.0000	3.0000	-4.1348	59.7388
87.0000	3.0000	-4.1375	59.5669
88.0000	3.0000	-4.1392	59.3812
89.0000	3.0000	-4.1384	59.1756
90.0000	3.0000	-4.1361	58.9644
91.0000	3.0000	-4.1335	58.8041
92.0000	3.0000	-4.1183	58.6742
93.0000	3.0000	-4.1181	58.6759
94.0000	3.0000	-4.1163	58.6588
95.0000	3.0000	-4.1151	58.6534
96.0000	3.0000	-4.1138	58.6444
97.0000	3.0000	-4.1134	58.6436
98.0000	3.0000	-4.1239	58.6368
99.0000	3.0000	-4.1188	58.6194
100.0000	3.0000	-4.1201	58.5700
101.0000	3.0000	-4.1255	58.5192
102.0000	3.0000	-4.1273	58.4573
103.0000	3.0000	-4.1297	58.3522
104.0000	3.0000	-4.1256	58.1511
105.0000	3.0000	-4.1247	57.9941
106.0000	3.0000	-4.1217	57.7997
107.0000	3.0000	-4.1208	57.6073
108.0000	3.0000	-4.1203	57.4078
109.0000	3.0000	-4.1185	57.1837
110.0000	3.0000	-4.1136	56.8937
111.0000	3.0000	-4.1108	56.6128
112.0000	3.0000	-4.1056	56.2948
113.0000	3.0000	-4.1014	55.9910
114.0000	3.0000	-4.0962	55.7008
115.0000	3.0000	-4.0903	55.4001
116.0000	3.0000	-4.0854	55.1100
117.0000	3.0000	-4.0795	54.8057
118.0000	3.0000	-4.0740	54.4836
119.0000	3.0000	-4.0705	54.1432
120.0000	3.0000	-4.0671	53.7849
