0.0000	4.0000	-0.0001	-1.1037
0.0000	52.0000	-61.3735	35.4288
0.0000	69.0000	-3.8288	62.4032
0.0000	83.0000	-68.2285	17.7203
0.0000	85.0000	-54.9604	17.7386
0.0000	86.0000	-3.8639	48.2643
0.0000	112.0000	0.0824	-5.9801
0.0000	117.0000	-61.3526	44.6772
0.0000	118.0000	-21.1900	21.4846
0.0000	120.0000	-14.9289	21.4178
0.0000	121.0000	-27.7225	21.7147
0.0000	138.0000	-34.0403	21.7695
0.0000	139.0000	-8.3429	17.9131
0.0000	158.0000	0.2217	76.8261
0.0000	160.0000	-3.8339	42.0264
0.0000	164.0000	-34.7306	17.7393
0.0000	181.0000	-28.6382	17.7007
0.0000	198.0000	-59.1252	22.7140
1.0000	4.0000	-0.0001	-1.1037
1.0000	52.0000	-61.3735	35.2286
1.0000	69.0000	-3.8288	62.4032
1.0000	83.0000	-68.0328	17.7204
1.0000	85.0000	-54.9604	17.7386
1.0000	86.0000	-3.8639	48.2643
1.0000	112.0000	0.0824	-5.9801
1.0000	117.0000	-61.3526	44.6772
1.0000	118.0000	-21.1900	21.4846
1.0000	120.0000	-14.9289	21.4178
1.0000	121.0000	-27.7225	21.7147
1.0000	138.0000	-34.0403	21.7695
1.0000	139.0000	-8.3153	17.9185
1.0000	158.0000	0.2217	76.8268
1.0000	160.0000	-3.8339	42.0264
1.0000	164.0000	-34.7306	17.7393
1.0000	181.0000	-28.6382	17.7007
1.0000	198.0000	-59.1252	22.7140
2.0000	4.0000	-0.0001	-1.1037
2.0000	52.0000	-61.3735	35.0062
2.0000	69.0000	-3.8288	62.4032
2.0000	83.0000	-67.8410	17.7205
2.0000	85.0000	-54.9604	17.7386
2.0000	86.0000	-3.8639	48.2643
2.0000	112.0000	0.0824	-5.9801
2.0000	117.0000	-61.3526	44.6772
2.0000	118.0000	-21.1900	21.4846
2.0000	120.0000	-14.9289	21.4178
2.0000	121.0000	-27.7225	21.7147
2.0000	138.0000	-34.0403	21.7695
2.0000	139.0000	-8.2579	17.9291
2.0000	158.0000	0.2217	76.8268
2.0000	160.0000	-3.8339	42.0264
2.0000	164.0000	-34.7306	17.7393
2.0000	181.0000	-28.6382	17.7007
2.0000	198.0000	-59.1252	22.7140
3.0000	4.0000	-0.0001	-1.1037
3.0000	52.0000	-61.3734	34.7621
3.0000	69.0000	-3.8288	62.4032
3.0000	83.0000	-67.6885	17.7206
3.0000	85.0000	-54.9604	17.7386
3.0000	86.0000	-3.8639	48.2643
3.0000	112.0000	0.0824	-5.9801
3.0000	117.0000	-61.3526	44.6772
3.0000	118.0000	-21.1900	21.4846
3.0000	120.0000	-14.9289	21.4178
3.0000	121.0000	-27.7225	21.7147
3.0000	138.0000	-34.0403	21.7695
3.0000	139.0000	-8.1666	17.9479
3.0000	158.0000	0.2217	76.8268
3.0000	160.0000	-3.8339	42.0264
3.0000	164.0000	-34.7306	17.7393
3.0000	181.0000	-28.6382	17.7007
3.0000	198.0000	-59.1252	22.7140
4.0000	4.0000	-0.0001	-1.1037
4.0000	52.0000	-61.3733	34.4969
4.0000	69.0000	-3.8288	62.4032
4.0000	83.0000	-67.6053	17.7205
4.0000	85.0000	-54.9604	17.7386
4.0000	86.0000	-3.8639	48.2643
4.0000	112.0000	0.0824	-5.9801
4.0000	117.0000	-61.3526	44.6772
4.0000	118.0000	-21.1900	21.4846
4.0000	120.0000	-14.9289	21.4178
4.0000	121.0000	-27.7225	21.7147
4.0000	138.0000	-34.0403	21.7695
4.0000	139.0000	-8.0462	17.9742
4.0000	158.0000	0.2217	76.8268
4.0000	160.0000	-3.8339	42.0264
4.0000	164.0000	-34.7306	17.7393
4.0000	181.0000	-28.6382	17.7007
4.0000	198.0000	-59.1252	22.7140
5.0000	4.0000	-0.0001	-1.1037
5.0000	52.0000	-61.3733	34.2109
5.0000	69.0000	-3.8288	62.4032
5.0000	83.0000	-67.6016	17.7205
5.0000	85.0000	-54.9604	17.7386
5.0000	86.0000	-3.8639	48.2644
5.0000	112.0000	0.0824	-5.9801
5.0000	117.0000	-61.3526	44.6772
5.0000	118.0000	-21.1900	21.4846
5.0000	120.0000	-14.9289	21.4178
5.0000	121.0000	-27.7225	21.7147
5.0000	138.0000	-34.0403	21.7695
5.0000	139.0000	-7.9008	18.0077
5.0000	158.0000	0.2217	76.8268
5.0000	160.0000	-3.8339	42.0264
5.0000	164.0000	-34.7306	17.7393
5.0000	181.0000	-28.6382	17.7007
5.0000	198.0000	-59.1252	22.7140
6.0000	4.0000	-0.0001	-1.1037
6.0000	52.0000	-61.3732	33.9045
6.0000	69.0000	-3.8288	62.4032
6.0000	83.0000	-67.5946	17.7204
6.0000	85.0000	-54.9604	17.7386
6.0000	86.0000	-3.8639	48.2639
6.0000	112.0000	0.0824	-5.9801
6.0000	117.0000	-61.3526	44.6772
6.0000	118.0000	-21.1900	21.4846
6.0000	120.0000	-14.9289	21.4178
6.0000	121.0000	-27.7225	21.7147
6.0000	138.0000	-34.0403	21.7695
6.0000	139.0000	-7.7328	18.0484
